1, GSM, 18HSI51, INTELLECTUAL PROPERTY RIGHTS AND ENTREPRENEURSHIP, 106A, 10:00:00, 2021-11-15
5, PT, 18IS52, COMPUTER NETWORKS, 106A, 10:00:00, 2021-11-16
2, MRA, 18CS53, DATABASE DESIGN, 106A, 10:00:00, 2021-11-17
4, RMS, 18IS54, COMPILER DESIGN, 106A, 10:00:00, 2021-11-18
3, GCN, 18IS55, SOFTWARE ENGINEERING, 106A, 10:00:00, 2021-11-19
